Probeset ID,N34 David Gene Symbol,UniGene ID,Ensembl,Entrez Gene,Alignments,Chromosomal Location,Gene Title,II1374 4way Venn 1.125 Fold Filter n_total= 1374,II359 RF ONEvs Other3 on 12589n Cxsect Gini n=359
219922_s_at,LTBP3,Hs.289019,ENSG00000168056 /// OTTHUMG00000166575,4054,chr11:65306275-65325388 (-) // 96.62 // q13.1,chr11q13.1,latent transforming growth factor beta binding protein 3,1,0
219969_at,TXLNG,Hs.555961 /// Hs.718291,ENSG00000086712 /// OTTHUMG00000021196,55787,chrX:16804559-16860296 (+) // 98.53 // p22.2,chrXp22.2,taxilin gamma,1,0
219980_at,C4orf29,Hs.445817,ENSG00000164074 /// OTTHUMG00000133304,80167,chr4:128886560-128952453 (+) // 92.84 // q28.2,chr4q28.2,chromosome 4 open reading frame 29,1,0
220038_at,C8orf44-SGK3 /// SGK3,Hs.613417 /// Hs.718900,ENSG00000104205 /// ENSG00000270024 /// OTTHUMG00000164561 /// OTTHUMG00000183957,23678 /// 100533105,chr8:67705950-67772690 (+) // 87.58 // q13.1,chr8q12,"C8orf44-SGK3 readthrough /// serum/glucocorticoid regulated kinase family, member 3",1,0
220068_at,VPREB3,Hs.136713,ENSG00000128218 /// OTTHUMG00000150738,29802,chr22:24094933-24096592 (-) // 84.49 // q11.23,chr22q11.23|22q11,pre-B lymphocyte 3,1,0
220088_at,C5AR1,Hs.2161,ENSG00000197405 /// OTTHUMG00000183504,728,chr19:47823038-47825323 (+) // 69.89 // q13.32,chr19q13.3-q13.4,complement component 5a receptor 1,1,1
220216_at,C8orf44,Hs.637914 /// Hs.661238,ENSG00000213865 /// OTTHUMG00000164562,56260,chr8:67588453-67593235 (+) // 67.47 // q13.1,chr8q13.1,chromosome 8 open reading frame 44,1,0
220220_at,LRRC37A4P,Hs.596756,ENSG00000214425 /// OTTHUMG00000179212,55073,chr17:44626401-45127299 (+) // 97.86 // q21.31 /// chr17:43592015-43596018 (-) // 99.83 // q21.31,chr17q21.31,"leucine rich repeat containing 37, member A4, pseudogene",1,0
220253_s_at,LRP12,Hs.600630,ENSG00000147650 /// OTTHUMG00000164892,29967,chr8:105502461-105601168 (-) // 98.51 // q22.3,chr8q22.2,low density lipoprotein receptor-related protein 12,1,0
220338_at,RALGPS2,Hs.601429 /// Hs.632485 /// Hs.644008,ENSG00000116191 /// OTTHUMG00000035076,55103,chr1:178694378-178848923 (+) // 83.26 // q25.2,chr1q25.2,Ral GEF with PH domain and SH3 binding motif 2,1,0
220416_at,ATP8B4,Hs.511311 /// Hs.717945,ENSG00000104043 /// OTTHUMG00000172368,79895,chr15:50151198-50171636 (-) // 93.87 // q21.2,chr15q21.2,"ATPase, class I, type 8B, member 4",1,0
220458_at,---,Hs.660687,---,---,chr5:43126793-43128384 (+) // 37.28 // p12,---,---,1,0
220467_at,---,Hs.612891 /// Hs.658804,ENSG00000264550 /// ENSG00000268172,---,chr1:144989308-144991365 (+) // 82.67 // q21.1,---,---,1,0
220586_at,CHD9,Hs.540550 /// Hs.59159 /// Hs.608566 /// Hs.675723,ENSG00000177200 /// OTTHUMG00000173188,80205,chr16:53269048-53282075 (+) // 90.17 // q12.2,chr16q12.2,chromodomain helicase DNA binding protein 9,1,0
220643_s_at,FAIM,Hs.173438 /// Hs.705623,ENSG00000158234 /// OTTHUMG00000159885,55179,chr3:138327918-138352211 (+) // 99.89 // q22.3,chr3q22.3,Fas apoptotic inhibitory molecule,1,0
220704_at,IKZF1,---,---,10320,chr7:50366642-50368668 (+) // 68.42 // p12.2,chr7p13-p11.1,IKAROS family zinc finger 1 (Ikaros),1,1
220771_at,LINC00328,Hs.721805,---,51152,chr1:142690644-142692895 (+) // 64.88 // q21.1 /// chr1:143187116-143189367 (+) // 71.04 // q21.1 /// chr21:10205787-10208039 (+) // 65.15 // p11.2 /// chr1:143398955-143401192 (-) // 67.94 // q21.1 /// chr1:142847268-142849520 (-) // 63.2 // q21.1,---,long intergenic non-protein coding RNA 328,1,1
220900_at,OTTHUMG00000162817 /// RP11-549J18.1,---,ENSG00000251023 /// OTTHUMG00000162817,---,chr5:93196374-93199531 (-) // 77.28 // q15,---,NULL /// NULL,1,0
220946_s_at,SETD2,Hs.517941 /// Hs.713848,ENSG00000181555 /// OTTHUMG00000133514,29072,chr3:47103737-47161922 (-) // 96.06 // p21.31,chr3p21.31,SET domain containing 2,1,0
220983_s_at,MIR612 /// NEAT1,Hs.523789 /// Hs.593737 /// Hs.598973 /// Hs.610245 /// Hs.614204 /// Hs.619713 /// Hs.648430 /// Hs.707270 /// Hs.731492 /// Hs.736281,ENSG00000245532 /// OTTHUMG00000166321,283131 /// 693197,chr5:141690005-141704566 (-) // 58.7 // q31.3,chr11q13.1,microRNA 612 /// nuclear paraspeckle assembly transcript 1 (non-protein coding),1,0
221060_s_at,TLR4,Hs.174312,ENSG00000136869 /// OTTHUMG00000021046,7099,chr9:120466706-120478053 (+) // 94.94 // q33.1,chr9q33.1,toll-like receptor 4,1,0
221092_at,IKZF3,Hs.371680,---,22806,chr17:37921536-38020441 (-) // 99.33 // q12,chr17q21,IKAROS family zinc finger 3 (Aiolos),1,1
221191_at,STAG3L1,Hs.632310,---,54441,chr7:74994867-75019819 (+) // 67.8 // q11.23 /// chr7:72445075-72470038 (-) // 66.02 // q11.23,chr7q11.23,stromal antigen 3-like 1,1,0
221231_s_at,NRDE2,Hs.528131,ENSG00000119720 /// OTTHUMG00000171020,55051,chr14:90742579-90769248 (-) // 93.39 // q32.11,chr14q32.11,"NRDE-2, necessary for RNA interference, domain containing",1,0
221345_at,FFAR2,Hs.248056,ENSG00000126262 /// OTTHUMG00000183303,2867,chr19:35940616-35941609 (+) // 100.0 // q13.12,chr19q13.1,free fatty acid receptor 2,1,1
221496_s_at,TOB2,Hs.474978 /// Hs.600710 /// Hs.743993,ENSG00000183864 /// OTTHUMG00000150970,10766,chr22:41832245-41833442 (-) // 91.61 // q13.2,chr22q13.2,"transducer of ERBB2, 2",1,0
221695_s_at,MAP3K2,Hs.145605 /// Hs.609719 /// Hs.744145,ENSG00000169967 /// OTTHUMG00000153397,10746,chr2:128065041-128096627 (-) // 97.75 // q14.3,chr2q14.3,mitogen-activated protein kinase kinase kinase 2,1,0
221705_s_at,SIKE1,Hs.602337 /// Hs.709277,ENSG00000052723 /// OTTHUMG00000012061,80143,chr1:115316116-115323278 (-) // 97.83 // p13.2,chr1p13.2,suppressor of IKBKE 1,1,0
221731_x_at,VCAN,Hs.643801 /// Hs.653683 /// Hs.715773,ENSG00000038427 /// OTTHUMG00000131321,1462,chr5:82835738-82878121 (+) // 98.73 // q14.3,chr5q14.3,versican,1,0
221765_at,UGCG,Hs.304249 /// Hs.593014 /// Hs.596626 /// Hs.708355 /// Hs.710686,ENSG00000148154 /// OTTHUMG00000020498,7357,chr9:114695349-114697649 (+) // 93.05 // q31.3,chr9q31,UDP-glucose ceramide glucosyltransferase,1,1
221771_s_at,MPHOSPH8,Hs.269654 /// Hs.731799 /// Hs.741282,ENSG00000196199 /// OTTHUMG00000016498,54737,chr13:20207803-20246638 (+) // 85.45 // q12.11,chr13q12.11,M-phase phosphoprotein 8,1,0
221802_s_at,KIAA1598,Hs.501140 /// Hs.700097,ENSG00000187164 /// OTTHUMG00000019114,57698,chr10:118644305-118764897 (-) // 96.7 // q25.3,chr10q25.3,KIAA1598,1,0
221986_s_at,KLHL24,Hs.407709,ENSG00000114796 /// OTTHUMG00000156911,54800,chr3:183353410-183398086 (+) // 92.79 // q27.1,chr3q27.1,kelch-like family member 24,1,0
222218_s_at,PILRA,Hs.444407,ENSG00000085514 /// OTTHUMG00000155248,29992,chr7:99971150-99997651 (+) // 89.76 // q22.1,chr7q22.1,paired immunoglobin-like type 2 receptor alpha,1,1
222313_at,CNOT2,Hs.663352,---,---,chr12:70722027-70722510 (+) // 77.74 // q15,---,---,1,0
222319_at,nap1l4,---,---,---,chr11:3007886-3008437 (-) // 41.8 // p15.4,---,---,1,0
222343_at,BCL2L11,Hs.469658,ENSG00000153094 /// OTTHUMG00000131256,10018,chr2:111921737-111922208 (+) // 98.32 // q13,chr2q13,BCL2-like 11 (apoptosis facilitator),1,0
222387_s_at,VPS35,Hs.454528 /// Hs.595143 /// Hs.716096 /// Hs.717753,ENSG00000069329 /// OTTHUMG00000132542,55737,chr16:46693386-46717519 (-) // 96.6 // q11.2,chr16q12,vacuolar protein sorting 35 homolog (S. cerevisiae),1,0
222406_s_at,LOC100996626 /// PNRC2,Hs.512636 /// Hs.644217 /// Hs.708426 /// Hs.716935 /// Hs.7862,ENSG00000189266 /// ENSG00000215700 /// OTTHUMG00000013891,55629 /// 100996626,chr1:24286317-24289933 (+) // 96.13 // p36.11 /// chr1_gl000191_random:29662-33269 (+) // 95.89 // /// chr1:118319144-118321523 (-) // 95.76 // p12,chr1p36.11,proline-rich nuclear receptor coactivator 2-like /// proline-rich nuclear receptor coactivator 2,1,0
222412_s_at,SSR3,Hs.518346 /// Hs.603700 /// Hs.659884 /// Hs.711838,ENSG00000114850 /// OTTHUMG00000158632,6747,chr3:156258308-156272946 (-) // 81.88 // q25.31,chr3q25.31,"signal sequence receptor, gamma (translocon-associated protein gamma)",1,0
222473_s_at,ERBB2IP,Hs.249970 /// Hs.591774 /// Hs.597241 /// Hs.618801 /// Hs.740465,ENSG00000112851 /// OTTHUMG00000097808,55914,chr5:65222383-65376723 (+) // 98.3 // q12.3,chr5q12.3,erbb2 interacting protein,1,0
222508_s_at,ARGLU1,Hs.508644 /// Hs.605829,ENSG00000134884 /// OTTHUMG00000017321,55082,chr13:107195675-107220512 (-) // 91.68 // q33.3,chr13q33.3,arginine and glutamate rich 1,1,0
222527_s_at,RBM22,Hs.713564,ENSG00000086589 /// OTTHUMG00000163589,55696,chr5:150070355-150080655 (-) // 97.56 // q33.1,chr5q33.1,RNA binding motif protein 22,1,1
222538_s_at,APPL1,Hs.476415 /// Hs.666225,ENSG00000157500 /// OTTHUMG00000133756,26060,chr3:57261796-57307640 (+) // 92.33 // p14.3,chr3p21.1-p14.3,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",1,0
222562_s_at,TNKS2,Hs.329327 /// Hs.694877,ENSG00000107854 /// OTTHUMG00000018747,80351,chr10:93558150-93625127 (+) // 99.63 // q23.32,chr10q23.3,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",1,0
222576_s_at,AGO1,Hs.22867 /// Hs.656677,ENSG00000092847 /// OTTHUMG00000007381,26523,chr1:36348809-36389892 (+) // 97.51 // p34.3,chr1p34.3,argonaute RISC catalytic component 1,1,0
222600_s_at,UBA6,Hs.212774 /// Hs.630248 /// Hs.634362 /// Hs.637754 /// Hs.744300,ENSG00000033178 /// OTTHUMG00000129299,55236,chr4:68481889-68566842 (-) // 98.11 // q13.2,chr4q13.2,ubiquitin-like modifier activating enzyme 6,1,0
222634_s_at,TBL1XR1,Hs.622385 /// Hs.714201 /// Hs.715026 /// Hs.744001,ENSG00000177565 /// OTTHUMG00000157140,79718,chr3:176743211-176816332 (-) // 99.89 // q26.32,chr3q26.32,transducin (beta)-like 1 X-linked receptor 1,1,0
222670_s_at,MAFB,Hs.169487 /// Hs.709929,ENSG00000204103 /// OTTHUMG00000033052,9935,chr20:39314518-39317563 (-) // 90.76 // q12,chr20q11.2-q13.1,v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian),1,0
222679_s_at,DCUN1D1,Hs.104613 /// Hs.592789 /// Hs.594981 /// Hs.595196 /// Hs.604123 /// Hs.631201 /// Hs.712787 /// Hs.730774 /// Hs.744153,ENSG00000043093 /// OTTHUMG00000158314,54165,chr3:182660148-182683542 (-) // 92.14 // q26.33,chr3q26.3,"DCN1, defective in cullin neddylation 1, domain containing 1",1,1
222692_s_at,FNDC3B,Hs.159430 /// Hs.364895 /// Hs.744674 /// Hs.744888,ENSG00000075420 /// OTTHUMG00000156761,64778,chr3:172052787-172116573 (+) // 92.02 // q26.31,chr3q26.31,fibronectin type III domain containing 3B,1,0
222693_at,FNDC3B,Hs.159430 /// Hs.364895 /// Hs.744674 /// Hs.744888,ENSG00000075420 /// OTTHUMG00000156761,64778,chr3:172052787-172116573 (+) // 92.02 // q26.31,chr3q26.31,fibronectin type III domain containing 3B,1,0
222714_s_at,LACTB2,Hs.118554 /// Hs.595681,ENSG00000147592 /// OTTHUMG00000164430,51110,chr8:71549980-71581436 (-) // 98.33 // q13.3,chr8q13.3,"lactamase, beta 2",1,0
222876_s_at,ADAP2,Hs.514063 /// Hs.623367 /// Hs.628547,ENSG00000184060 /// OTTHUMG00000132868,55803,chr17:29248753-29286340 (+) // 72.69 // q11.2,chr17q11.2,ArfGAP with dual PH domains 2,1,0
222877_at,NRP2,Hs.660596,ENSG00000180672,---,chr2:206641875-206644438 (+) // 96.74 // q33.3,---,---,1,0
222880_at,AKT3,Hs.498292 /// Hs.668762 /// Hs.668867 /// Hs.709089 /// Hs.734019,ENSG00000117020 /// OTTHUMG00000039994,10000,chr1:243667197-244006472 (-) // 98.04 // q43,chr1q44,"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)",1,0
222906_at,FLVCR1,Hs.7055,ENSG00000162769 /// OTTHUMG00000036924,28982,chr1:213031596-213070198 (+) // 95.11 // q32.3,chr1q32.3,feline leukemia virus subgroup C cellular receptor 1,1,0
222909_s_at,BAG4,Hs.194726 /// Hs.545396 /// Hs.606090 /// Hs.628792,ENSG00000156735 /// OTTHUMG00000164064,9530,chr8:38034387-38068028 (+) // 99.0 // p11.23,chr8p11.23,BCL2-associated athanogene 4,1,1
223036_at,FARSB,Hs.471452 /// Hs.595380,ENSG00000116120 /// OTTHUMG00000133155,10056,chr2:223435259-223520805 (-) // 90.67 // q36.1,chr2q36.1,"phenylalanyl-tRNA synthetase, beta subunit",1,0
223038_s_at,FAM60A,Hs.505154 /// Hs.598350 /// Hs.604653 /// Hs.702800 /// Hs.729794,ENSG00000139146 /// ENSG00000267742 /// OTTHUMG00000168586 /// OTTHUMG00000179954,58516,chr12:31433517-31479122 (-) // 90.98 // p11.21,chr12p11,"family with sequence similarity 60, member A",1,1
223079_s_at,GLS,Hs.116448 /// Hs.601314 /// Hs.607441 /// Hs.621752 /// Hs.624629,ENSG00000115419 /// OTTHUMG00000132701,2744,chr2:191745560-191800015 (+) // 63.33 // q32.2,chr2q32-q34,glutaminase,1,0
223254_s_at,G2E3,Hs.509008 /// Hs.605081,ENSG00000092140 /// OTTHUMG00000140204,55632,chr14:31028363-31089046 (+) // 94.58 // q12,chr14q12,G2/M-phase specific E3 ubiquitin protein ligase,1,0
223263_s_at,FGFR1OP2,Hs.591162 /// Hs.597667 /// Hs.602646,ENSG00000111790 /// OTTHUMG00000169231,26127,chr12:27091432-27118309 (+) // 97.83 // p11.23,chr12p11.23,FGFR1 oncogene partner 2,1,0
223314_at,TSPAN14,Hs.619096 /// Hs.718943,ENSG00000108219 /// OTTHUMG00000018615,81619,chr10:82248971-82282369 (+) // 89.49 // q23.1,chr10q23.1,tetraspanin 14,1,0
223343_at,MS4A7,Hs.530735,ENSG00000166927,58475,chr11:60145960-60163421 (+) // 77.69 // q12.2,chr11q12,"membrane-spanning 4-domains, subfamily A, member 7",1,0
223344_s_at,MS4A7,Hs.530735,ENSG00000166927 /// OTTHUMG00000167356,58475,chr11:60146047-60161463 (+) // 94.27 // q12.2,chr11q12,"membrane-spanning 4-domains, subfamily A, member 7",1,0
223454_at,CXCL16,Hs.513885 /// Hs.737318 /// Hs.745037,ENSG00000161921 /// OTTHUMG00000090761,58191,chr17:4636835-4642735 (-) // 73.72 // p13.2,chr17p13,chemokine (C-X-C motif) ligand 16,1,0
223465_at,COL4A3BP,Hs.270437,ENSG00000113163 /// OTTHUMG00000102068,10087,chr5:74668206-74807438 (-) // 97.79 // q13.3,chr5q13.3,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",1,0
223578_x_at,LOC100996467,Hs.621695,---,100996467,chr11:65269495-65271093 (-) // 99.56 // q13.1,---,metastasis-associated lung adenocarcinoma transcript 1-like,1,0
223681_s_at,INADL,Hs.478125,ENSG00000132849 /// OTTHUMG00000008560,10207,chr1:62274144-62629174 (+) // 95.79 // p31.3,chr1p31.3,InaD-like (Drosophila),1,0
223701_s_at,USP47,Hs.577256 /// Hs.619539 /// Hs.705546,ENSG00000170242 /// OTTHUMG00000165685,55031,chr11:11959876-11964696 (+) // 99.49 // p15.3,chr11p15.3,ubiquitin specific peptidase 47,1,0
223771_at,TMEM87A,Hs.744941,---,25963,chr15:42548149-42565664 (-) // 43.3 // q15.1,chr15q15.1,transmembrane protein 87A,1,0
223814_at,TRNT1,Hs.567495 /// Hs.732725 /// Hs.732860,ENSG00000072756 /// OTTHUMG00000090259,51095,chr3:3168634-3172360 (+) // 71.12 // p26.2,chr3p25.1,"tRNA nucleotidyl transferase, CCA-adding, 1",1,0
223890_at,PRO1082,---,---,55460,chr3:114391180-114393046 (-) // 84.7 // q13.31,chr3p21.1-q13.13,uncharacterized protein PRO1082,1,0
223940_x_at,MALAT1,Hs.605347 /// Hs.621695 /// Hs.642877 /// Hs.717401 /// Hs.718983,ENSG00000251562 /// OTTHUMG00000166322,378938,chr11:65268389-65269798 (+) // 99.3 // q13.1,chr11q13.1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),1,1
223984_s_at,NUPL1,Hs.507537 /// Hs.566317 /// Hs.726527 /// Hs.744399,ENSG00000139496 /// OTTHUMG00000016608,9818,chr13:25875793-25915056 (+) // 88.79 // q12.13,chr13q12.13,nucleoporin like 1,1,0
223999_at,PPIL2,Hs.438587 /// Hs.533020,ENSG00000100023 /// OTTHUMG00000030174,23759,chr22:22020297-22024558 (+) // 92.64 // q11.21,chr22q11.21,peptidylprolyl isomerase (cyclophilin)-like 2,1,0
224012_at,ANKRD20A1 /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// LOC101059935,Hs.556119 /// Hs.559048 /// Hs.632663 /// Hs.632665 /// Hs.632671 /// Hs.645502 /// Hs.671671 /// Hs.692657,ENSG00000132498 /// ENSG00000172014 /// ENSG00000183148 /// ENSG00000196774 /// OTTHUMG00000013276 /// OTTHUMG00000034629 /// OTTHUMG00000058641 /// OTTHUMG00000066855,84210 /// 441425 /// 441430 /// 728747 /// 101059935,chr9:67926760-67969839 (+) // 89.37 // q13 /// chr9:69381980-69425108 (+) // 89.11 // q21.11 /// chr2:95479849-95523024 (-) // 89.06 // q11.1 /// chr9:43090425-43133544 (-) // 89.37 // p12 /// chr9:44075380-44118556 (-) // 89.03 // p11.2,chr9p12 /// chr9q13 /// chr9q21.11,"ankyrin repeat domain 20 family, member A1 /// ankyrin repeat domain 20 family, member A2 /// ankyrin repeat domain 20 family, member A3 /// ankyrin repeat domain 20 family, member A4 /// coiled-coil domain-containing protein 29-like",1,0
224031_at,STK17A,---,---,---,chr7:43631077-43631611 (+) // 70.59 // p13,---,---,1,0
224098_at,ABAT,---,---,---,---,---,---,1,0
224151_s_at,AK3,Hs.493362 /// Hs.590590 /// Hs.732022,ENSG00000147853 /// OTTHUMG00000019472,50808,chr9:4712068-4742043 (-) // 98.18 // p24.1,chr9p24.1,adenylate kinase 3,1,0
224152_s_at,PBRM1,Hs.189920 /// Hs.476320 /// Hs.734413,ENSG00000163939 /// OTTHUMG00000152663,55193,chr3:52582005-52713730 (-) // 99.56 // p21.1,chr3p21,polybromo 1,1,0
224227_s_at,BDP1,Hs.258272,ENSG00000145734 /// ENSG00000261932 /// OTTHUMG00000162506 /// OTTHUMG00000175363,55814,chr5:70751615-70807103 (+) // 99.79 // q13.2,chr5q13,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",1,0
224231_at,PRO0471,Hs.621389,---,28994,chr3:152047573-152049393 (+) // 61.85 // q25.1,chr3p13-q26.1,uncharacterized LOC28994,1,1
224310_s_at,BCL11B,Hs.510396 /// Hs.709690,ENSG00000127152 /// OTTHUMG00000028967,64919,chr14:99640189-99737565 (-) // 88.01 // q32.2,chr14q32.2,B-cell CLL/lymphoma 11B (zinc finger protein),1,0
224311_s_at,CAB39,Hs.603930 /// Hs.713782 /// Hs.721281 /// Hs.737071,ENSG00000135932 /// OTTHUMG00000133220,51719,chr2:231624716-231683960 (+) // 91.73 // q37.1,chr2q37.1,calcium binding protein 39,1,0
224358_s_at,MS4A7,Hs.530735,ENSG00000166927 /// OTTHUMG00000167356,58475,chr11:60146034-60161722 (+) // 99.76 // q12.2,chr11q12,"membrane-spanning 4-domains, subfamily A, member 7",1,1
224414_s_at,CARD6,Hs.200242,ENSG00000132357 /// OTTHUMG00000094775,84674,chr5:40841296-40855454 (+) // 92.06 // p13.1,chr5p13.1,"caspase recruitment domain family, member 6",1,1
224435_at,FAM213A,Hs.500333,ENSG00000122378 /// OTTHUMG00000018614,84293,chr10:82180220-82192391 (+) // 74.49 // q23.1,chr10q23.1,"family with sequence similarity 213, member A",1,0
224480_s_at,AGPAT9,Hs.739239 /// Hs.99196,ENSG00000138678 /// OTTHUMG00000130431,84803,chr4:84518585-84527025 (+) // 95.86 // q21.23,chr4q21.23,1-acylglycerol-3-phosphate O-acyltransferase 9,1,0
224549_x_at,SND1,---,---,---,---,---,---,1,0
224568_x_at,MALAT1,Hs.605347 /// Hs.621695 /// Hs.642877 /// Hs.717401 /// Hs.718983,ENSG00000251562 /// OTTHUMG00000166322,378938,chr11:65266513-65269925 (+) // 86.62 // q13.1,chr11q13.1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),1,1
224580_at,SLC38A1,Hs.533770 /// Hs.594398 /// Hs.623700 /// Hs.719858,ENSG00000111371 /// OTTHUMG00000169470,81539,chr12:46576837-46581581 (-) // 90.92 // q13.11,chr12q13.11,"solute carrier family 38, member 1",1,1
224595_at,SLC44A1,Hs.573495 /// Hs.608592 /// Hs.711876 /// Hs.744460,ENSG00000070214 /// OTTHUMG00000020421,23446,chr9:108007029-108153684 (+) // 96.06 // q31.1,chr9q31.2,"solute carrier family 44, member 1",1,0
224618_at,PTBP3,Hs.269988 /// Hs.610013 /// Hs.621703,ENSG00000119314 /// OTTHUMG00000020503,9991,chr9:114980718-114984781 (-) // 91.0 // q32,chr9q32,polypyrimidine tract binding protein 3,1,0
224775_at,IWS1,Hs.469879,ENSG00000163166 /// OTTHUMG00000131527,55677,chr2:128238388-128284018 (-) // 97.7 // q14.3,chr2q14.3,IWS1 homolog (S. cerevisiae),1,0
224829_at,CPEB4,Hs.127126 /// Hs.127874 /// Hs.595322 /// Hs.599318 /// Hs.707405,ENSG00000113742 /// OTTHUMG00000130541,80315,chr5:173316668-173387394 (+) // 95.53 // q35.2,chr5q21,cytoplasmic polyadenylation element binding protein 4,1,0
224875_at,C5orf24,Hs.622372 /// Hs.675901 /// Hs.708536 /// Hs.743453,ENSG00000181904 /// OTTHUMG00000129121,134553,chr5:134181677-134195425 (+) // 93.65 // q31.1,chr5q31.1,chromosome 5 open reading frame 24,1,0
224940_s_at,PAPPA,Hs.643599 /// Hs.713596 /// Hs.728832 /// Hs.729065 /// Hs.730203,ENSG00000182752 /// OTTHUMG00000021045,5069,chr9:119160611-119164153 (+) // 88.82 // q33.1,chr9q33.2,"pregnancy-associated plasma protein A, pappalysin 1",1,0
224989_at,C4orf34,Hs.205952,---,---,chr4:39549837-39640582 (-) // 81.08 // p14,---,---,1,1
224996_at,ASPH,Hs.332422 /// Hs.622390 /// Hs.685222 /// Hs.733252,ENSG00000198363 /// OTTHUMG00000164375,444,chr8:62413115-62415441 (-) // 97.65 // q12.3,chr8q12.1,aspartate beta-hydroxylase,1,1
225046_at,LOC389831,Hs.743984,---,389831,chr7_gl000195_random:42938-86672 (-) // 78.68 //,---,uncharacterized LOC389831,1,0
225188_at,RAPH1,Hs.471162 /// Hs.630691 /// Hs.694570,ENSG00000173166 /// OTTHUMG00000132876,65059,chr2:204298540-204400059 (-) // 93.81 // q33.2,chr2q33,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,1,0
225237_s_at,MSI2,Hs.606282 /// Hs.613143 /// Hs.658922 /// Hs.735126 /// Hs.737326 /// Hs.741833,ENSG00000153944 /// OTTHUMG00000178398,124540,chr17:55693354-55760253 (+) // 94.4 // q22,chr17q22,musashi RNA-binding protein 2,1,0
225283_at,ARRDC4,Hs.608486 /// Hs.6093,ENSG00000140450 /// OTTHUMG00000149849,91947,chr15:98512536-98517063 (+) // 97.51 // q26.3,chr15q26.3,arrestin domain containing 4,1,0
225662_at,ZAK,Hs.444451,ENSG00000091436 /// OTTHUMG00000132297,51776,chr2:174090196-174091874 (+) // 75.89 // q31.1,chr2q24.2,sterile alpha motif and leucine zipper containing kinase AZK,1,0
225746_at,RAB11FIP4,Hs.406788,ENSG00000131242 /// OTTHUMG00000132787,84440,chr17:29850528-29861807 (+) // 85.74 // q11.2,chr17q11.2,RAB11 family interacting protein 4 (class II),1,1
225800_at,JAZF1,Hs.368944,ENSG00000153814 /// OTTHUMG00000128545,221895,chr7:27870195-28220254 (-) // 97.31 // p15.2,chr7p15.2-p15.1,JAZF zinc finger 1,1,1
225954_s_at,MIDN,Hs.465529 /// Hs.600163 /// Hs.604976 /// Hs.622627 /// Hs.731053,ENSG00000167470 /// OTTHUMG00000180144,90007,chr19:1256042-1259034 (+) // 78.22 // p13.3,chr19p13.3,midnolin,1,1
225955_at,METRNL,Hs.378821 /// Hs.736335,ENSG00000176845 /// OTTHUMG00000177771,284207,chr17:81037580-81053018 (+) // 88.7 // q25.3,chr17q25.3,"meteorin, glial cell differentiation regulator-like",1,1
